dataset,classifier,method,p_value_raw,effect_size_cohens_d,effect_size_glass_delta,test_statistic,test_type,mean_baseline,mean_method,practical_significance,baseline_std,method_std,p_value_corrected,significant
HighDim,SVM,BorderlineSMOTE,0.022015215656470875,1.9589799161626695,2.1163772568349417,-3.637400107786496,paired_t_test,0.5821982629529799,0.7268013468013468,True,0.0611124173059034,0.07059205010565776,0.06604564696941262,False
HighDim,SVM,ADASYN,0.02612706774677104,1.8862893040477426,1.9918891111349764,-3.44695428106804,paired_t_test,0.5821982629529799,0.7182955996749101,True,0.0611124173059034,0.06778244474093119,0.06604564696941262,False
HighDim,SVM,SMOTETomek,0.010619519001187372,2.2677312165078427,2.160312741890381,-4.524780408969382,paired_t_test,0.5821982629529799,0.7298032721947861,True,0.0611124173059034,0.0551711611030731,0.05309759500593686,False
HighDim,SVM,SMOTEENN,0.0681966874596233,1.8943868557251822,1.7559815950870235,-2.4801974913395783,paired_t_test,0.5821982629529799,0.7021770394260827,True,0.0611124173059034,0.051799141272630286,0.0681966874596233,False
HighDim,BalancedRF,RandomOver,0.07052536020608545,1.5488487593424949,0.0,-2.448944915324141,paired_t_test,0.0,0.033650793650793646,False,0.0,0.02748187061311638,0.07052536020608545,False
HighDim,BalancedRF,SMOTE,0.0002852627619962919,7.5286354399881175,0.0,-11.903817831713182,paired_t_test,0.0,0.2601330509158076,True,0.0,0.04370581851862388,0.0014263138099814595,True
HighDim,BalancedRF,BorderlineSMOTE,0.001151850747472825,5.2479292858651885,0.0,-8.297704771417441,paired_t_test,0.0,0.24375189637063835,True,0.0,0.058751643517198755,0.00230370149494565,True
HighDim,BalancedRF,ADASYN,0.0005272232284300247,6.429726019314255,0.0,-10.166289475940415,paired_t_test,0.0,0.30624295825509174,True,0.0,0.060246751576344085,0.0015816696852900742,True
HighDim,BalancedRF,SMOTETomek,0.0002852627619962919,7.5286354399881175,0.0,-11.903817831713182,paired_t_test,0.0,0.2601330509158076,True,0.0,0.04370581851862388,0.0014263138099814595,True
HighDim,BalancedRF,SMOTEENN,3.2952823770231777e-06,23.203722709302998,0.0,-36.68830697818528,paired_t_test,0.0,0.43132111414066304,True,0.0,0.023512729240797337,1.9771694262139068e-05,True
HighDim,MLP,RandomOver,0.839207736183117,0.06722016998453635,0.054039331302024485,-0.21647748289567562,paired_t_test,0.7417063575510815,0.7452624036305251,False,0.05885758075218529,0.031835369043106895,1.0,False
HighDim,MLP,SMOTE,0.8130894202848743,-0.049484322081349064,-0.04613757248334131,0.2525132778986277,paired_t_test,0.7417063575510815,0.7386702849389416,False,0.05885758075218529,0.05058391227416337,1.0,False
HighDim,MLP,BorderlineSMOTE,0.388501082896117,-0.16172429804718524,-0.1427159757729274,0.9665545645024527,paired_t_test,0.7417063575510815,0.7323149647656146,False,0.05885758075218529,0.04394607131553714,1.0,False
HighDim,MLP,ADASYN,0.4660280716158429,-0.26193615400845455,-0.20823992131976451,0.8048391373604935,paired_t_test,0.7417063575510815,0.7280031762209112,False,0.05885758075218529,0.030244908213131944,1.0,False
HighDim,MLP,SMOTETomek,0.8130894202848743,-0.049484322081349064,-0.04613757248334131,0.2525132778986277,paired_t_test,0.7417063575510815,0.7386702849389416,False,0.05885758075218529,0.05058391227416337,1.0,False
HighDim,MLP,SMOTEENN,0.011417587679646774,-3.1674579453490406,-2.4459593444037133,4.430499952153685,paired_t_test,0.7417063575510815,0.5807505513340752,True,0.05885758075218529,0.025832564671453062,0.06850552607788064,False
